"Scenario","Attribute","Commodity","Process","Period","Value"
"Tui","VAR_FOut","AINDC-SH","AINDC-SH-HP-ELC","2035","1.521564"
"Tui","VAR_FOut","AINDC-SH","AINDC-SH-HP-ELC","2040","3.021308"
"Tui","VAR_FOut","AINDC-SH","AINDC-SH-HP-ELC","2045","3.301237"
"Tui","VAR_FOut","AINDC-SH","AINDC-SH-HP-ELC","2050","3.334143"
"Tui","VAR_FOut","AINDC-SH","AINDC-SH-HP-ELC","2055","3.273026"
"Tui","VAR_FOut","AINDC-SH","AINDC-SH-HP-ELC","2060","3.208271"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2025","0.158261"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2030","0.230253"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2035","0.309283"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2040","0.356948"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2045","0.342560"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2050","0.328750"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2055","0.315498"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD-ELC","2060","0.302780"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD_ELC00","2018","0.148926"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD_ELC00","2025","0.096802"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD_ELC00","2030","0.059570"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-IrgVSD_ELC00","2035","0.022339"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-Irg_ELC00","2018","0.375074"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-Irg_ELC00","2025","0.244551"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-Irg_ELC00","2030","0.150493"
"Tui","VAR_FOut","ALIVE-IRG","ALIVE-IRG-Irg_ELC00","2035","0.056435"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2025","0.056630"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2030","0.051178"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2035","0.046251"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2040","0.043626"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2045","0.042933"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2050","0.042251"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2055","0.041580"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG--ELC","2060","0.040918"
"Tui","VAR_FOut","ALIVE-LIG","ALIVE-LIG-LT_ELC00","2018","0.057000"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2025","0.035081"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2030","0.032713"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2035","0.029195"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2040","0.027194"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2045","0.026428"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2050","0.025684"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2055","0.024961"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike--ELC","2060","0.024258"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike-_PET00","2018","0.037000"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Bike","ALIVE-MoTP-Mob-Bike-_PET00","2025","0.001573"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--DSL","2025","0.003684"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--DSL","2030","0.005268"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--DSL","2035","0.005268"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--DSL","2040","0.004984"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--DSL","2045","0.002838"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--DSL","2050","0.000680"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--ELC","2035","0.001728"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--ELC","2040","0.004256"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--ELC","2045","0.006141"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--ELC","2050","0.008047"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--ELC","2055","0.008482"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr--ELC","2060","0.008242"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr-_DSL00","2018","0.012000"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr-_DSL00","2025","0.008770"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr-_DSL00","2030","0.005847"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-MTr","ALIVE-MoTP-Mob-MTr-_DSL00","2035","0.002923"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--DSL","2025","0.089391"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--DSL","2030","0.136501"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--DSL","2035","0.158510"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--DSL","2040","0.085467"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--DSL","2045","0.038357"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--ELC","2040","0.062181"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--ELC","2045","0.062181"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--ELC","2050","0.062181"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--H2R","2045","0.042951"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--H2R","2050","0.077268"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--H2R","2055","0.135521"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac--H2R","2060","0.131704"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac-_DSL00","2018","0.204000"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac-_DSL00","2025","0.109616"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Trac","ALIVE-MoTP-Mob-Trac-_DSL00","2030","0.041106"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--DSL","2025","0.006502"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--DSL","2030","0.007958"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--DSL","2035","0.007958"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--DSL","2040","0.007436"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--DSL","2045","0.003643"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--DSL","2050","0.000625"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2025","0.000268"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2030","0.001724"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2035","0.004898"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2040","0.009544"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2045","0.012859"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2050","0.015412"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2055","0.015585"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti--ELC","2060","0.015146"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti-_DSL00","2018","0.023000"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti-_DSL00","2025","0.016115"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti-_DSL00","2030","0.010744"
"Tui","VAR_FOut","ALIVE-MoTP-Mob-Uti","ALIVE-MoTP-Mob-Uti-_DSL00","2035","0.005372"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2025","4.091681"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2030","10.381507"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2035","10.381507"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2040","10.381507"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2045","14.628200"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2050","14.628200"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2055","14.628200"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn","2060","14.628200"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn15","2018","14.620000"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn15","2025","10.536519"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn15","2030","4.246693"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn15","2035","4.246693"
"Tui","VAR_FOut","ALU-PH-FURN","ALU-PH-FURN-ELC-Furn15","2040","4.246693"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2018","0.022000"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2025","0.022488"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2030","0.021932"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2035","0.021388"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2040","0.020860"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2045","0.020342"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2050","0.019840"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2055","0.019348"
"Tui","VAR_FOut","AOTH-ELC","AOTH-ELC-_ELC00","2060","0.018870"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2018","0.030000"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2025","0.030786"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2030","0.030024"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2035","0.029280"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2040","0.028556"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2045","0.027848"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2050","0.027160"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2055","0.026488"
"Tui","VAR_FOut","AOTH-FOL","AOTH-FOL-_FOL00","2060","0.025832"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2018","0.110000"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2025","0.107034"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2030","0.104384"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2035","0.101800"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2040","0.099282"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2045","0.096824"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2050","0.094428"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2055","0.092090"
"Tui","VAR_FOut","AOTH-LPG","AOTH-LPG-_LPG00","2060","0.089810"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2025","0.000600"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2030","0.000585"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2035","0.000570"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2040","0.000556"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2045","0.000542"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2050","0.000529"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2055","0.000516"
"Tui","VAR_FOut","AOTH-NGA","AOTH-NGA-_NGA00","2060","0.000503"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2018","0.012000"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2025","0.013406"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2030","0.013074"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2035","0.012750"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2040","0.012436"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2045","0.012128"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2050","0.011828"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2055","0.011534"
"Tui","VAR_FOut","AOTH-PET","AOTH-PET-_PET00","2060","0.011248"
"Tui","VAR_FOut","BDSL","CT_COILBDS","2045","0.556821"
"Tui","VAR_FOut","BDSL","CT_COILBDS","2050","0.196209"
"Tui","VAR_FOut","BDSL","CT_COILBDS","2055","0.199333"
"Tui","VAR_FOut","BDSL","CT_COILBDS","2060","0.204525"
"Tui","VAR_FOut","BIG","REF_AGRWST","2018","0.040000"
"Tui","VAR_FOut","BIG","REF_AGRWST","2025","0.382609"
"Tui","VAR_FOut","BIG","REF_AGRWST","2030","0.394427"
"Tui","VAR_FOut","BIG","REF_AGRWST","2035","0.404814"
"Tui","VAR_FOut","BIG","REF_AGRWST","2040","0.415616"
"Tui","VAR_FOut","BIG","REF_AGRWST","2045","0.415272"
"Tui","VAR_FOut","BIG","REF_AGRWST","2050","0.415859"
"Tui","VAR_FOut","BIG","REF_AGRWST","2055","0.417145"
"Tui","VAR_FOut","BIG","REF_AGRWST","2060","0.418321"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2025","0.405894"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2030","0.819600"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2035","0.882650"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2040","0.950500"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2045","0.682600"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2050","0.490250"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2055","0.352050"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Motor","2060","0.252850"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Mtr15","2018","1.047900"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-Mtr15","2025","0.316937"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2025","0.728650"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2030","0.819600"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2035","0.882650"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2040","0.950500"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2045","0.682600"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2050","0.490250"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2055","0.352050"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2060","0.252850"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-NGA-Pump15","2018","0.102100"
"Tui","VAR_FOut","CHMCL-MoTP-Stat","CHMCL-MoTP-Stat-NGA-Pump15","2025","0.005819"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-ELC-Heater15","2018","0.269800"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2025","0.581519"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2030","0.713637"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2035","0.779700"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2040","0.839700"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2045","0.603000"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2050","0.433100"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2055","0.311000"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner","2060","0.223400"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner15","2018","0.230200"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner15","2025","0.062181"
"Tui","VAR_FOut","CHMCL-PH-DirH","CHMCL-PH-DirH-NGA-Burner15","2030","0.010363"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-ELC-Furn","2050","0.003460"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-ELC-Furn","2055","0.003460"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-ELC-Furn","2060","0.002422"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-FOL-Furn","2050","0.053600"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-FOL-Furn","2055","0.037520"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-FOL-Furn","2060","0.037520"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-FOL-Furn15","2018","0.100400"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2025","0.092716"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2030","0.132920"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2035","0.160812"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2040","0.190832"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2045","0.222488"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2050","0.159768"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2055","0.114744"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn","2060","0.081016"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn15","2018","0.229600"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn15","2025","0.229600"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn15","2030","0.229600"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn15","2035","0.229600"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn15","2040","0.229600"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-NGA-Furn15","2045","0.079460"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2025","0.101784"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2030","0.114480"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2035","0.123288"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2040","0.132768"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2045","0.095352"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2050","0.068472"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2055","0.049176"
"Tui","VAR_FOut","CHMCL-PH-FURN","CHMCL-PH-FURN-WOD-Furn","2060","0.026242"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2025","1.911600"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2030","2.150300"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2035","2.315600"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2040","2.493600"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2045","1.790800"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2050","1.286100"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2055","0.923700"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM","2060","0.663300"
"Tui","VAR_FOut","CHMCL-PH-REFRM","CHMCL-PH-REFRM-NGA-REFRM15","2018","1.510000"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-FOL-BLR15","2018","0.194600"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-FOL-BLR15","2035","0.003276"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-FOL-BLR15","2040","0.002702"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-FOL-BLR15","2045","0.000519"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-BLR15","2018","4.555400"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-BLR15","2025","4.555400"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-BLR15","2030","4.555400"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-BLR15","2035","4.555400"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-BLR15","2040","3.651822"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-BLR15","2045","0.684054"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2025","1.202700"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2030","1.352880"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2035","1.456900"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2040","1.568920"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2045","1.126740"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2050","0.479012"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2055","0.200569"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-NGA-Boiler","2060","0.200569"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-WOD-Boiler","2025","0.255400"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-WOD-Boiler","2030","0.856120"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-WOD-Boiler","2035","1.268924"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-WOD-Boiler","2040","2.621157"
"Tui","VAR_FOut","CHMCL-PH-STM_HW","CHMCL-PH-STM_HW-WOD-Boiler","2045","3.822388"
