"Scenario","Attribute","Commodity","Process","Period","Value","Sector","Subsector","Technology","Fuel","Enduse","Unit","Parameters","FuelGroup","FuelSourceProcess","CommoditySet","ProcessSet","Technology_Group"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2040","0.003431","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2045","0.003431","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2025","0.003574","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2030","0.003574","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2035","0.003574","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2040","0.003574","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2045","0.003574","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2025","0.179434","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2030","0.818971","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2035","0.951962","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2040","0.951962","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2045","0.928821","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2050","0.846452","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2055","0.867395","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2060","0.904583","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2025","0.236161","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2030","0.928838","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2035","1.039264","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2040","1.039264","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2045","0.967537","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2050","0.862087","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2055","0.879953","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA","2060","0.891985","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2018","0.789535","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2025","0.568465","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2030","0.410558","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2035","0.252651","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2040","0.094744","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2018","0.789535","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2025","0.568465","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2030","0.410558","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2035","0.252651","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-NGA00","2040","0.094744","Commercial","Other (Commercial)","Boiler","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Burner-NGA00","2018","0.259104","Commercial","Other (Commercial)","Burner","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Burner-NGA00","2025","0.107960","Commercial","Other (Commercial)","Burner","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Burner-NGA00","2018","0.259104","Commercial","Other (Commercial)","Burner","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Burner-NGA00","2025","0.107960","Commercial","Other (Commercial)","Burner","Natural Gas","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2025","1.126840","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2030","1.169922","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2035","1.189966","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2040","1.197455","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2045","1.192510","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2050","1.179078","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2055","1.203404","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2060","1.225815","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2025","1.179552","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2030","1.272013","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2035","1.290103","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2040","1.271918","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2045","1.242217","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2050","1.205405","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2055","1.208042","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC","2060","1.208743","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC00","2018","0.423122","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC00","2025","0.126937","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC00","2018","0.423122","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_RH-ELC00","2025","0.126937","Commercial","Other (Commercial)","Resistance Heater","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2018","0.017337","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2025","0.012483","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2030","0.009015","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2035","0.005548","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2040","0.002080","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2018","0.017337","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2025","0.012483","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2030","0.009015","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2035","0.005548","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-COA00","2040","0.002080","Commercial","Other (Commercial)","Boiler","Coal","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2025","0.069730","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2030","0.528403","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2035","0.626454","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2040","0.723788","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2045","0.820221","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2050","0.916304","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2055","0.935208","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2060","0.952625","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2030","0.575083","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2035","0.679171","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2040","0.768797","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2045","0.854410","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2050","0.936763","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2055","0.938813","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-ELC","2060","0.939358","Commercial","Other (Commercial)","Boiler","Electricity","Water Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL","2035","0.000004","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL","2040","0.000004","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL","2045","0.000004","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL","2035","0.000004","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL","2040","0.000004","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL","2045","0.000004","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL00","2018","0.000732","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-WH","C_OTH-WH_Boiler-FOL00","2025","0.000589","Commercial","Other (Commercial)","Boiler","Fuel Oil","Water Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
